filename,pesq,estoi,si_sdr,si_sir,si_sar
61_70968_61-70968-0000.wav,1.3909393548965454,0.16369804294134302,-38.113287247384974,1.573351729435176,-38.11348211150197
61_70968_61-70968-0001.wav,1.4702061414718628,0.25881593595884406,-33.00708630831008,7.134563300054539,-33.007784772348465
61_70968_61-70968-0002.wav,1.2795745134353638,0.16595468068454103,-40.32692572804947,2.597623268974524,-40.3270655491645
61_70968_61-70968-0003.wav,1.4736082553863525,0.1767518498585243,-28.814044241725227,2.4314233954622866,-28.816223410038937
61_70968_61-70968-0004.wav,1.4602899551391602,0.23971581393211197,-41.98985586718254,1.2532178010277604,-41.98991284816099
61_70968_61-70968-0005.wav,1.3470686674118042,0.17847873861895264,-45.28640369011511,6.923442285474792,-45.28645003133871
61_70968_61-70968-0006.wav,1.303745985031128,0.16812389028360303,-34.937063579254676,3.7047654396664993,-34.93758163875889
61_70968_61-70968-0007.wav,1.274076223373413,0.21773906119854555,-51.639904457891674,-12.740654387841781,-51.63948454140744
61_70968_61-70968-0008.wav,1.517737627029419,0.2299260686039025,-22.445966163796164,2.7529168905057038,-22.45845565616248
61_70968_61-70968-0009.wav,1.5152796506881714,0.24045347897057112,-35.5220395032373,0.9167025664398222,-35.52265070746102
61_70968_61-70968-0010.wav,1.6513605117797852,0.20231774680435063,-52.64123623414192,-1.4841162768487877,-52.64117094092562
61_70968_61-70968-0011.wav,1.5403587818145752,0.17531888287266395,-35.39489166673877,1.4027866278417978,-35.395229546129656
61_70968_61-70968-0012.wav,1.585843801498413,0.27395851575117863,-25.81527821512005,3.530912017651845,-25.819347330344073
61_70968_61-70968-0013.wav,1.528780460357666,0.22833424501630437,-28.967823860238823,2.7380883522092008,-28.969591308563846
61_70968_61-70968-0014.wav,1.5251946449279785,0.20580963067288804,-31.42834681820918,3.3683534311746257,-31.429229445370286
61_70968_61-70968-0015.wav,1.4960345029830933,0.22423681280349783,-29.696926239407798,7.093848176147216,-29.698405815347158
61_70968_61-70968-0016.wav,1.5448459386825562,0.2381422388725242,-34.330118394251286,8.525835127501264,-34.33054131795357
61_70968_61-70968-0017.wav,1.4701807498931885,0.22097525352217628,-37.55093223754687,13.335638522195591,-37.55107805872776
61_70968_61-70968-0018.wav,1.6820335388183594,0.2344633338454006,-29.693464402423004,5.3127438824723825,-29.695030371931818
61_70968_61-70968-0019.wav,1.6136022806167603,0.26137002845534174,-36.10008212244373,0.8745750413256566,-36.100354544248205
61_70968_61-70968-0020.wav,1.5027878284454346,0.3045663194914372,-29.320948345095353,6.199725579840311,-29.322726913962004
61_70968_61-70968-0021.wav,1.5715126991271973,0.18125585403696542,-35.19764904885909,28.005903802778015,-35.197592675198536
61_70968_61-70968-0022.wav,1.6554795503616333,0.2644442253155727,-22.943382522017256,2.9253493376520345,-22.950428582010076
61_70968_61-70968-0023.wav,1.6964304447174072,0.24261833146136472,-30.342006758669797,5.355303561627887,-30.343343467665132
61_70968_61-70968-0024.wav,1.5573797225952148,0.2356549717323422,-26.91425788544968,4.7741750555781906,-26.916980668662312
61_70968_61-70968-0025.wav,1.6830872297286987,0.2273398806219433,-26.507054649919844,3.528923560357672,-26.508843684166358
61_70968_61-70968-0026.wav,1.6403241157531738,0.2408858540876291,-30.846687186118803,5.923068786833258,-30.847717802205686
61_70968_61-70968-0027.wav,1.6620150804519653,0.1536964601914491,-31.855136693731325,2.7719226414401055,-31.85606369869675
61_70968_61-70968-0028.wav,1.6015374660491943,0.24408561411611285,-63.885052287766804,-10.657762117671671,-63.88504008450682
61_70968_61-70968-0029.wav,1.6114139556884766,0.20037554300946978,-41.23468074520091,2.8555034408645206,-41.234770453561325
61_70968_61-70968-0030.wav,1.5918924808502197,0.23118474226464383,-53.8917601886343,-8.63037703726363,-53.89168735034044
61_70968_61-70968-0031.wav,1.5963644981384277,0.25883449727001684,-35.99082581191955,16.44431590410808,-35.99099740092018
61_70968_61-70968-0032.wav,1.504742980003357,0.1823278347207957,-29.8699873833203,3.737051590220528,-29.87161962641858
61_70968_61-70968-0033.wav,1.6912972927093506,0.16535098722436833,-45.88284299570749,2.946720596870349,-45.88288054699852
61_70968_61-70968-0034.wav,1.6425023078918457,0.3221041285197595,-32.52841787356238,3.362042402789572,-32.52958295987813
61_70968_61-70968-0035.wav,1.5961891412734985,0.18817602315803883,-44.49344830786197,12.933246779639877,-44.49348223093442
61_70968_61-70968-0036.wav,1.5078634023666382,0.21499321429531243,-34.48343696525369,8.003923016835813,-34.48385624909926
61_70968_61-70968-0037.wav,1.3553804159164429,0.22787619297538014,-27.14712231477315,8.241475762293023,-27.149660455505046
61_70968_61-70968-0038.wav,1.524155616760254,0.2218853425824915,-52.80765561642361,-3.2947156550498007,-52.807649648959114
61_70968_61-70968-0039.wav,1.7391600608825684,0.20392508976218893,-30.118687795349032,0.33753082171332427,-30.11945916519649
61_70968_61-70968-0040.wav,1.5277962684631348,0.21298215866817663,-30.778408383553195,3.6940943950249165,-30.779671387505832
61_70968_61-70968-0041.wav,1.6851532459259033,0.19093162774771763,-29.566950022083383,3.3284386937053414,-29.568432494142293
61_70968_61-70968-0042.wav,1.7484458684921265,0.20915949033431702,-23.729149402054762,3.137452842934843,-23.738873660218722
61_70968_61-70968-0043.wav,1.6515731811523438,0.24223964482893778,-42.587403062284096,-5.26549559651309,-42.587076239563515
61_70968_61-70968-0044.wav,1.275071620941162,0.19286662636312235,-35.04503463600856,2.807765408419157,-35.04564576417667
61_70968_61-70968-0045.wav,1.841127634048462,0.22515669498533974,-36.468350466206694,-0.8601573019021135,-36.468617209315106
61_70968_61-70968-0046.wav,1.5519399642944336,0.2110602925208374,-48.05917311325976,-11.306997110133253,-48.05796422145072
61_70968_61-70968-0047.wav,1.5714640617370605,0.1641768129872168,-37.9082383278906,-3.9130200807941002,-37.9077893627807
61_70968_61-70968-0048.wav,1.4778859615325928,0.19460729678812122,-39.879331286076265,2.494901601423234,-39.879483409594
61_70968_61-70968-0049.wav,1.684049129486084,0.2317725772590232,-31.81230569917467,0.9286184266334307,-31.81354836548872
61_70968_61-70968-0050.wav,1.5489662885665894,0.20373677231385065,-35.17197689700369,8.782582139231126,-35.17235648978714
61_70968_61-70968-0051.wav,1.666304111480713,0.27335003375852757,-40.76297283715579,3.3704568142334685,-40.76308730198968
61_70968_61-70968-0052.wav,1.548630952835083,0.23473683790753802,-25.320996654898998,3.200037673279806,-25.32316554807241
61_70968_61-70968-0053.wav,1.524620771408081,0.18431276579353464,-57.2450043195589,-21.035540166790405,-57.24407373509053
61_70968_61-70968-0054.wav,1.7409048080444336,0.2204099241115549,-36.022000323880405,5.384578892424139,-36.02238551356553
61_70968_61-70968-0055.wav,1.8097741603851318,0.18262416121778105,-47.25075206487502,8.992577641388952,-47.2507829063061
61_70968_61-70968-0056.wav,1.6588289737701416,0.1774579458925156,-56.33494472846011,26.169279165894462,-56.33494530366936
61_70968_61-70968-0057.wav,1.4225438833236694,0.20031586367815302,-57.79090261059391,-10.398471920864871,-57.79084981328693
61_70968_61-70968-0058.wav,1.593335747718811,0.23544414892274373,-33.45595292582397,6.65252252425547,-33.45683384201405
61_70968_61-70968-0059.wav,1.5341904163360596,0.1658176288860678,-26.601883827756986,2.9233889689698977,-26.604943559848458
61_70968_61-70968-0060.wav,1.7520413398742676,0.19586989956276157,-53.67352420000313,-1.4968439690564705,-53.67352510664751
61_70968_61-70968-0061.wav,1.381799340248108,0.2090776354038583,-46.05609338634884,2.849461398916225,-46.055954739003305
61_70968_61-70968-0062.wav,1.6829311847686768,0.2031705529682768,-38.07104548956376,6.264735433757281,-38.07124386012025
61_70970_61-70970-0000.wav,1.515086054801941,0.20689102964329892,-31.708092446587873,3.389112553901824,-31.708973393535
61_70970_61-70970-0001.wav,1.6342432498931885,0.2009209797944093,-33.44178810151922,5.2666561520374895,-33.44236158109787
61_70970_61-70970-0002.wav,1.5493974685668945,0.21089891017701476,-22.709317612739376,4.397499540182736,-22.716264341720528
61_70970_61-70970-0003.wav,2.1158084869384766,0.22549971553460071,-40.99040778963637,-5.291818859879785,-40.98995462641053
61_70970_61-70970-0004.wav,1.6652309894561768,0.20786550036126664,-33.62577171329646,3.3757233861613063,-33.6262903287963
61_70970_61-70970-0005.wav,1.55084228515625,0.21751092163589564,-29.895423098502544,4.591439423788982,-29.897048425593624
61_70970_61-70970-0006.wav,1.3468008041381836,0.23582196092600907,-31.585618196877835,2.2805926252035253,-31.587436682059014
61_70970_61-70970-0007.wav,1.7558271884918213,0.1541200200570595,-31.02945545575942,5.237458651469947,-31.030612464404438
61_70970_61-70970-0008.wav,1.8482561111450195,0.27130449567136744,-22.220958998514902,4.181805855505999,-22.228907221226542
61_70970_61-70970-0009.wav,1.5779130458831787,0.16693133051531975,-40.77342388322302,2.393778799262331,-40.77358848942956
61_70970_61-70970-0010.wav,1.5073800086975098,0.05259597062530414,-22.097684105139614,3.703512662989192,-22.107254008914076
61_70970_61-70970-0011.wav,1.6693437099456787,0.2055837927790189,-39.58662489257792,1.3093320918826599,-39.586748440270306
61_70970_61-70970-0012.wav,1.519572138786316,0.23938826559983156,-26.60082528627717,11.265254844849474,-26.603100716688925
61_70970_61-70970-0013.wav,1.5392154455184937,0.25192481587372983,-47.55439775287555,0.5791530409069852,-47.55422363154371
61_70970_61-70970-0014.wav,1.6871612071990967,0.21948181261583083,-35.50133324027428,14.724230592566974,-35.501562481315155
61_70970_61-70970-0015.wav,1.393162727355957,0.2222845919822819,-44.98648329820456,6.35153286747781,-44.98637594585126
61_70970_61-70970-0016.wav,1.2913391590118408,0.12038628855008626,-31.662072924811223,2.5833318826651235,-31.663042714019674
61_70970_61-70970-0017.wav,1.588916540145874,0.20965681990667667,-35.09235695924537,-0.675338293244965,-35.09255508732886
61_70970_61-70970-0018.wav,1.322239875793457,0.12542091530909977,-35.06028678971266,3.644786053157531,-35.06097548546591
61_70970_61-70970-0019.wav,1.3101040124893188,0.15752103555124491,-37.2087627370287,11.784327488259311,-37.20897883151772
61_70970_61-70970-0020.wav,1.299658179283142,0.1130768256829408,-38.47760710517615,2.531635140180426,-38.477806899701534
61_70970_61-70970-0021.wav,1.582237958908081,0.19949704144587901,-32.86663367290783,3.9127129072485225,-32.867478669278455
61_70970_61-70970-0022.wav,1.5853042602539062,0.19380877004560018,-22.663207754853083,8.531046848818232,-22.67031933951653
61_70970_61-70970-0023.wav,1.4595268964767456,0.2709120964063246,-28.01653882937281,3.77980323851156,-28.019110582223302
61_70970_61-70970-0024.wav,1.7768259048461914,0.17972580093670198,-31.246473324532403,4.332413668021601,-31.24761339207921
61_70970_61-70970-0025.wav,1.714956283569336,0.1952858510763722,-30.572495340964068,5.798005140174796,-30.573641301021958
61_70970_61-70970-0026.wav,1.5756850242614746,0.17731443868469654,-31.225217683335362,2.4472971509076897,-31.226295777412204
61_70970_61-70970-0027.wav,1.6133474111557007,0.2152983058854427,-31.69233243500556,4.860859548356919,-31.693449497892125
61_70970_61-70970-0028.wav,1.5924930572509766,0.20022210979805244,-31.19951368008695,3.2639453449469196,-31.20070917726946
61_70970_61-70970-0029.wav,1.7850165367126465,0.21651958344787287,-38.819248906186196,8.2536563951431,-38.8194776708567
61_70970_61-70970-0030.wav,1.4087495803833008,0.22756051467440677,-48.4073485682271,2.5930967396182405,-48.40725348423259
61_70970_61-70970-0031.wav,1.3837224245071411,0.20274372035551838,-37.64929612030996,3.793781017449121,-37.64840172664026
61_70970_61-70970-0032.wav,1.5057635307312012,0.1917486459032065,-31.916191360530615,8.052438149493232,-31.917106030303714
61_70970_61-70970-0033.wav,1.6909009218215942,0.18826025866353796,-27.16312577585898,1.8270515075354914,-27.166872435133854
61_70970_61-70970-0034.wav,1.4423390626907349,0.20162225077076265,-43.393919419310706,-6.37269514341024,-43.39369333553664
61_70970_61-70970-0035.wav,1.444847583770752,0.19134126678279567,-26.978198586848997,3.7918543464492513,-26.981430605365254
61_70970_61-70970-0036.wav,1.5442472696304321,0.22217403252616394,-26.47698149984096,2.316565545836915,-26.480921969857498
